CNPJ_CIA;DT_REFER;VERSAO;DENOM_CIA;CD_CVM;CATEG_DOC;ID_DOC;DT_RECEB;LINK_DOC
00.070.698/0001-11;2019-03-31;2;CIA ENERGETICA DE BRASILIA;014451;ITR;86749;2019-08-15;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=86749
00.070.698/0001-11;2019-06-30;1;CIA ENERGETICA DE BRASILIA;014451;ITR;86574;2019-08-14;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=86574
00.070.698/0001-11;2019-06-30;2;CIA ENERGETICA DE BRASILIA;014451;ITR;86621;2019-08-14;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=86621
00.070.698/0001-11;2019-09-30;1;CIA ENERGETICA DE BRASILIA;014451;ITR;89569;2019-11-14;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=89569
00.192.769/0001-59;2019-03-31;1;NEUMARKT TRADE AND FINANCIAL CENTER S/A;014613;ITR;83406;2019-05-14;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=83406
00.192.769/0001-59;2019-06-30;1;NEUMARKT TRADE AND FINANCIAL CENTER S/A;014613;ITR;86237;2019-08-09;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=86237
00.192.769/0001-59;2019-09-30;1;NEUMARKT TRADE AND FINANCIAL CENTER S/A;014613;ITR;89379;2019-11-13;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=89379
00.272.185/0001-93;2019-03-31;1;CIMS S.A.;014818;ITR;83594;2019-05-15;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=83594
00.272.185/0001-93;2019-06-30;1;CIMS S.A.;014818;ITR;86542;2019-08-14;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=86542
00.272.185/0001-93;2019-09-30;1;CIMS S.A.;014818;ITR;89531;2019-11-14;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=89531
00.336.701/0001-04;2019-03-31;1;TELEC BRASILEIRAS S.A. TELEBRAS;011258;ITR;83289;2019-05-13;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=83289
00.336.701/0001-04;2019-06-30;1;TELEC BRASILEIRAS S.A. TELEBRAS;011258;ITR;86196;2019-08-08;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=86196
00.336.701/0001-04;2019-06-30;2;TELEC BRASILEIRAS S.A. TELEBRAS;011258;ITR;87017;2019-08-27;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=87017
00.336.701/0001-04;2019-09-30;1;TELEC BRASILEIRAS S.A. TELEBRAS;011258;ITR;89237;2019-11-11;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=89237
00.354.053/0001-00;2019-03-31;1;KOSMOS COMÉRCIO DE VESTUÁRIO S/A - EM RECUPERAÇÃO JUDICIAL;015083;ITR;83381;2019-05-14;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=83381
00.354.053/0001-00;2019-06-30;1;KOSMOS COMÉRCIO DE VESTUÁRIO S/A - EM RECUPERAÇÃO JUDICIAL;015083;ITR;86394;2019-08-13;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=86394
00.354.053/0001-00;2019-09-30;1;KOSMOS COMÉRCIO DE VESTUÁRIO S/A - EM RECUPERAÇÃO JUDICIAL;015083;ITR;89363;2019-11-13;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=89363
00.359.742/0001-08;2019-03-31;1;ATOM EMPREENDIMENTOS E PARTICIPAÇÕES S.A.;015423;ITR;83527;2019-05-15;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=83527
00.359.742/0001-08;2019-03-31;2;ATOM EMPREENDIMENTOS E PARTICIPAÇÕES S.A.;015423;ITR;93378;2020-05-22;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=93378
00.359.742/0001-08;2019-06-30;1;ATOM EMPREENDIMENTOS E PARTICIPAÇÕES S.A.;015423;ITR;85989;2019-08-01;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=85989
00.359.742/0001-08;2019-06-30;2;ATOM EMPREENDIMENTOS E PARTICIPAÇÕES S.A.;015423;ITR;93379;2020-05-22;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=93379
00.359.742/0001-08;2019-09-30;1;ATOM EMPREENDIMENTOS E PARTICIPAÇÕES S.A.;015423;ITR;89660;2019-11-14;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=89660
00.359.742/0001-08;2019-09-30;2;ATOM EMPREENDIMENTOS E PARTICIPAÇÕES S.A.;015423;ITR;93380;2020-05-22;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=93380
00.383.281/0001-09;2019-03-31;1;BNDES PARTICIPACOES S.A. - BNDESPAR;016772;ITR;83367;2019-05-14;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=83367
00.383.281/0001-09;2019-03-31;2;BNDES PARTICIPACOES S.A. - BNDESPAR;016772;ITR;89503;2019-11-14;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=89503
00.383.281/0001-09;2019-03-31;3;BNDES PARTICIPACOES S.A. - BNDESPAR;016772;ITR;89574;2019-11-14;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=89574
00.383.281/0001-09;2019-06-30;1;BNDES PARTICIPACOES S.A. - BNDESPAR;016772;ITR;86423;2019-08-13;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=86423
00.383.281/0001-09;2019-09-30;1;BNDES PARTICIPACOES S.A. - BNDESPAR;016772;ITR;89505;2019-11-14;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=89505
00.389.481/0001-79;2019-03-31;1;LM TRANSPORTES INTERESTADUAIS SERVIÇOS E COMÉRCIO S.A.;024880;ITR;87043;2019-08-28;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=87043
00.389.481/0001-79;2019-06-30;1;LM TRANSPORTES INTERESTADUAIS SERVIÇOS E COMÉRCIO S.A.;024880;ITR;87044;2019-08-28;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=87044
00.389.481/0001-79;2019-09-30;1;LM TRANSPORTES INTERESTADUAIS SERVIÇOS E COMÉRCIO S.A.;024880;ITR;89546;2019-11-14;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=89546
00.416.968/0001-01;2019-03-31;1;BANCO INTER S.A.;024406;ITR;82942;2019-05-08;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=82942
00.416.968/0001-01;2019-06-30;1;BANCO INTER S.A.;024406;ITR;86350;2019-08-12;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=86350
00.416.968/0001-01;2019-09-30;1;BANCO INTER S.A.;024406;ITR;89083;2019-11-06;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=89083
00.514.998/0001-42;2019-03-31;1;ELETRON S.A.;016209;ITR;83559;2019-05-15;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=83559
00.514.998/0001-42;2019-06-30;1;ELETRON S.A.;016209;ITR;86303;2019-08-12;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=86303
00.514.998/0001-42;2019-09-30;1;ELETRON S.A.;016209;ITR;89529;2019-11-14;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=89529
00.545.378/0001-70;2019-03-31;1;SERRA AZUL WATER PARK SA;014966;ITR;83694;2019-05-15;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=83694
00.545.378/0001-70;2019-06-30;1;SERRA AZUL WATER PARK SA;014966;ITR;86790;2019-08-15;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=86790
00.545.378/0001-70;2019-09-30;1;SERRA AZUL WATER PARK SA;014966;ITR;89579;2019-11-14;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=89579
00.622.416/0001-41;2019-03-31;1;STATKRAFT ENERGIAS RENOVAVEIS S.A.;022594;ITR;83644;2019-05-15;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=83644
00.622.416/0001-41;2019-06-30;1;STATKRAFT ENERGIAS RENOVAVEIS S.A.;022594;ITR;86648;2019-08-14;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=86648
00.622.416/0001-41;2019-09-30;1;STATKRAFT ENERGIAS RENOVAVEIS S.A.;022594;ITR;89436;2019-11-13;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=89436
00.644.907/0001-93;2019-03-31;1;INVESTCO S.A.;018589;ITR;82947;2019-05-08;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=82947
00.644.907/0001-93;2019-06-30;1;INVESTCO S.A.;018589;ITR;85561;2019-07-24;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=85561
00.644.907/0001-93;2019-09-30;1;INVESTCO S.A.;018589;ITR;88774;2019-10-23;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=88774
00.743.065/0001-27;2019-03-31;1;LITEL PARTICIPACOES S.A.;015091;ITR;83574;2019-05-15;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=83574
00.743.065/0001-27;2019-06-30;1;LITEL PARTICIPACOES S.A.;015091;ITR;86412;2019-08-13;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=86412
00.743.065/0001-27;2019-09-30;1;LITEL PARTICIPACOES S.A.;015091;ITR;89598;2019-11-14;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=89598
00.776.574/0001-56;2019-03-31;1;B2W - COMPANHIA DIGITAL;020990;ITR;83077;2019-05-09;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=83077
00.776.574/0001-56;2019-06-30;1;B2W - COMPANHIA DIGITAL;020990;ITR;86205;2019-08-08;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=86205
00.776.574/0001-56;2019-09-30;1;B2W - COMPANHIA DIGITAL;020990;ITR;88911;2019-10-30;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=88911
00.861.626/0001-92;2019-03-31;1;CONC RODOVIA PRES. DUTRA S.A.;019577;ITR;83469;2019-05-14;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=83469
00.861.626/0001-92;2019-06-30;1;CONC RODOVIA PRES. DUTRA S.A.;019577;ITR;86202;2019-08-08;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=86202
00.861.626/0001-92;2019-09-30;1;CONC RODOVIA PRES. DUTRA S.A.;019577;ITR;88854;2019-10-28;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=88854
00.864.214/0001-06;2019-03-31;1;ENERGISA S.A.;015253;ITR;83071;2019-05-09;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=83071
00.864.214/0001-06;2019-06-30;1;ENERGISA S.A.;015253;ITR;86199;2019-08-08;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=86199
00.864.214/0001-06;2019-09-30;1;ENERGISA S.A.;015253;ITR;89145;2019-11-07;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=89145
00.897.864/0001-58;2019-03-31;1;SANTA CATARINA PART INVEST SA;015199;ITR;83313;2019-05-13;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=83313
00.897.864/0001-58;2019-06-30;1;SANTA CATARINA PART INVEST SA;015199;ITR;86038;2019-08-05;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=86038
00.897.864/0001-58;2019-09-30;1;SANTA CATARINA PART INVEST SA;015199;ITR;89217;2019-11-11;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=89217
00.924.429/0001-75;2019-03-31;1;FERROVIA CENTRO-ATLANTICA S.A.;015369;ITR;85384;2019-07-12;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=85384
00.924.429/0001-75;2019-06-30;1;FERROVIA CENTRO-ATLANTICA S.A.;015369;ITR;86659;2019-08-14;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=86659
00.924.429/0001-75;2019-09-30;1;FERROVIA CENTRO-ATLANTICA S.A.;015369;ITR;89194;2019-11-08;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=89194
00.938.574/0001-05;2019-03-31;1;CONC RIO-TERESOPOLIS S.A.;019208;ITR;83258;2019-05-13;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=83258
00.938.574/0001-05;2019-06-30;1;CONC RIO-TERESOPOLIS S.A.;019208;ITR;86115;2019-08-07;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=86115
00.938.574/0001-05;2019-09-30;1;CONC RIO-TERESOPOLIS S.A.;019208;ITR;89162;2019-11-08;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=89162
00.979.969/0001-56;2019-03-31;1;CAIXA ADM DIV PUB ESTADUAL SA;015717;ITR;82984;2019-05-09;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=82984
00.979.969/0001-56;2019-06-30;1;CAIXA ADM DIV PUB ESTADUAL SA;015717;ITR;85395;2019-07-15;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=85395
00.979.969/0001-56;2019-09-30;1;CAIXA ADM DIV PUB ESTADUAL SA;015717;ITR;88813;2019-10-25;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=88813
01.027.058/0001-91;2019-03-31;1;CIELO S.A.;021733;ITR;82317;2019-04-23;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=82317
01.027.058/0001-91;2019-06-30;1;CIELO S.A.;021733;ITR;85525;2019-07-23;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=85525
01.027.058/0001-91;2019-06-30;2;CIELO S.A.;021733;ITR;85557;2019-07-24;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=85557
01.027.058/0001-91;2019-09-30;1;CIELO S.A.;021733;ITR;88874;2019-10-29;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=88874
01.083.200/0001-18;2019-03-31;1;NEOENERGIA S.A.;015539;ITR;82334;2019-04-23;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=82334
01.083.200/0001-18;2019-03-31;2;NEOENERGIA S.A.;015539;ITR;82336;2019-04-24;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=82336
01.083.200/0001-18;2019-06-30;1;NEOENERGIA S.A.;015539;ITR;85539;2019-07-24;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=85539
01.083.200/0001-18;2019-09-30;1;NEOENERGIA S.A.;015539;ITR;88721;2019-10-18;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=88721
01.083.200/0001-18;2019-09-30;2;NEOENERGIA S.A.;015539;ITR;88731;2019-10-21;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=88731
01.104.937/0001-70;2019-03-31;1;ELETROBRÁS PARTICIPAÇÕES S.A. - ELETROPAR;015784;ITR;83342;2019-05-13;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=83342
01.104.937/0001-70;2019-06-30;1;ELETROBRÁS PARTICIPAÇÕES S.A. - ELETROPAR;015784;ITR;86352;2019-08-12;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=86352
01.104.937/0001-70;2019-09-30;1;ELETROBRÁS PARTICIPAÇÕES S.A. - ELETROPAR;015784;ITR;89266;2019-11-11;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=89266
01.107.327/0001-20;2019-03-31;1;BBM LOGÍSTICA S.A.;024660;ITR;83588;2019-05-15;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=83588
01.107.327/0001-20;2019-06-30;1;BBM LOGÍSTICA S.A.;024660;ITR;86567;2019-08-14;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=86567
01.107.327/0001-20;2019-09-30;1;BBM LOGÍSTICA S.A.;024660;ITR;89691;2019-11-14;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=89691
01.258.943/0001-81;2019-03-31;1;ITAITINGA PARTICIPACOES S.A.;015865;ITR;83674;2019-05-15;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=83674
01.258.943/0001-81;2019-06-30;1;ITAITINGA PARTICIPACOES S.A.;015865;ITR;86637;2019-08-14;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=86637
01.258.944/0001-26;2019-03-31;1;FERROVIA SUL-ATLANTICO S.A.;015709;ITR;83503;2019-05-14;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=83503
01.258.944/0001-26;2019-06-30;1;FERROVIA SUL-ATLANTICO S.A.;015709;ITR;86432;2019-08-13;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=86432
01.258.944/0001-26;2019-09-30;1;FERROVIA SUL-ATLANTICO S.A.;015709;ITR;89324;2019-11-12;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=89324
01.258.945/0001-70;2019-03-31;1;GRUCAI PARTICIPACOES S.A.;015695;ITR;83668;2019-05-15;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=83668
01.258.945/0001-70;2019-06-30;1;GRUCAI PARTICIPACOES S.A.;015695;ITR;86636;2019-08-14;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=86636
01.319.044/0001-41;2019-03-31;1;WTC AMAZONAS SUITE HOTEL S.A.;015741;ITR;83544;2019-05-15;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=83544
01.319.044/0001-41;2019-06-30;1;WTC AMAZONAS SUITE HOTEL S.A.;015741;ITR;86107;2019-08-07;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=86107
01.319.044/0001-41;2019-09-30;1;WTC AMAZONAS SUITE HOTEL S.A.;015741;ITR;89409;2019-11-13;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=89409
01.417.222/0001-77;2019-03-31;1;MRS LOGISTICA S.A.;017949;ITR;83451;2019-05-14;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=83451
