CNPJ_CIA;DT_REFER;VERSAO;DENOM_CIA;CD_CVM;CATEG_DOC;ID_DOC;DT_RECEB;LINK_DOC
00.383.281/0001-09;2020-03-31;1;BNDES PARTICIPACOES S.A. - BNDESPAR;016772;ITR;93172;2020-05-15;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=93172
00.383.281/0001-09;2020-03-31;2;BNDES PARTICIPACOES S.A. - BNDESPAR;016772;ITR;93189;2020-05-15;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=93189
00.383.281/0001-09;2020-06-30;1;BNDES PARTICIPACOES S.A. - BNDESPAR;016772;ITR;96127;2020-08-14;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=96127
00.383.281/0001-09;2020-09-30;1;BNDES PARTICIPACOES S.A. - BNDESPAR;016772;ITR;98316;2020-11-12;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=98316
00.389.481/0001-79;2020-03-31;1;LM TRANSPORTES INTERESTADUAIS SERVIÇOS E COMÉRCIO S.A.;024880;ITR;93324;2020-05-20;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=93324
00.389.481/0001-79;2020-06-30;1;LM TRANSPORTES INTERESTADUAIS SERVIÇOS E COMÉRCIO S.A.;024880;ITR;95906;2020-08-11;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=95906
00.389.481/0001-79;2020-09-30;1;LM TRANSPORTES INTERESTADUAIS SERVIÇOS E COMÉRCIO S.A.;024880;ITR;98131;2020-11-09;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=98131
00.416.968/0001-01;2020-03-31;1;BANCO INTER S.A.;024406;ITR;93295;2020-05-19;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=93295
00.416.968/0001-01;2020-06-30;1;BANCO INTER S.A.;024406;ITR;96089;2020-08-13;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=96089
00.416.968/0001-01;2020-09-30;1;BANCO INTER S.A.;024406;ITR;98386;2020-11-12;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=98386
00.545.378/0001-70;2020-03-31;1;SERRA AZUL WATER PARK SA;014966;ITR;94367;2020-06-29;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=94367
00.545.378/0001-70;2020-06-30;1;SERRA AZUL WATER PARK SA;014966;ITR;96617;2020-08-28;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=96617
00.545.378/0001-70;2020-09-30;1;SERRA AZUL WATER PARK SA;014966;ITR;98643;2020-11-16;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=98643
00.622.416/0001-41;2020-03-31;1;STATKRAFT ENERGIAS RENOVAVEIS S.A.;022594;ITR;93111;2020-05-14;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=93111
00.622.416/0001-41;2020-06-30;1;STATKRAFT ENERGIAS RENOVAVEIS S.A.;022594;ITR;96007;2020-08-13;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=96007
00.622.416/0001-41;2020-09-30;1;STATKRAFT ENERGIAS RENOVAVEIS S.A.;022594;ITR;98330;2020-11-12;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=98330
00.644.907/0001-93;2020-03-31;1;INVESTCO S.A.;018589;ITR;92710;2020-05-05;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=92710
00.644.907/0001-93;2020-06-30;1;INVESTCO S.A.;018589;ITR;96667;2020-08-28;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=96667
00.644.907/0001-93;2020-09-30;1;INVESTCO S.A.;018589;ITR;97920;2020-10-28;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=97920
00.743.065/0001-27;2020-03-31;1;LITEL PARTICIPACOES S.A.;015091;ITR;93193;2020-05-15;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=93193
00.743.065/0001-27;2020-06-30;1;LITEL PARTICIPACOES S.A.;015091;ITR;96131;2020-08-14;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=96131
00.743.065/0001-27;2020-09-30;1;LITEL PARTICIPACOES S.A.;015091;ITR;98471;2020-11-13;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=98471
00.776.574/0001-56;2020-03-31;1;B2W - COMPANHIA DIGITAL;020990;ITR;92819;2020-05-07;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=92819
00.776.574/0001-56;2020-03-31;2;B2W - COMPANHIA DIGITAL;020990;ITR;93342;2020-05-21;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=93342
00.776.574/0001-56;2020-06-30;1;B2W - COMPANHIA DIGITAL;020990;ITR;96062;2020-08-13;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=96062
00.776.574/0001-56;2020-09-30;1;B2W - COMPANHIA DIGITAL;020990;ITR;97955;2020-10-29;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=97955
00.861.626/0001-92;2020-03-31;1;CONC RODOVIA PRES. DUTRA S.A.;019577;ITR;93139;2020-05-14;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=93139
00.861.626/0001-92;2020-06-30;1;CONC RODOVIA PRES. DUTRA S.A.;019577;ITR;96059;2020-08-13;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=96059
00.864.214/0001-06;2020-03-31;1;ENERGISA S.A.;015253;ITR;93103;2020-05-14;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=93103
00.864.214/0001-06;2020-06-30;1;ENERGISA S.A.;015253;ITR;96076;2020-08-13;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=96076
00.864.214/0001-06;2020-06-30;2;ENERGISA S.A.;015253;ITR;96652;2020-08-28;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=96652
00.864.214/0001-06;2020-09-30;1;ENERGISA S.A.;015253;ITR;98395;2020-11-12;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=98395
00.897.864/0001-58;2020-03-31;1;SANTA CATARINA PART INVEST SA;015199;ITR;93554;2020-05-29;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=93554
00.897.864/0001-58;2020-06-30;1;SANTA CATARINA PART INVEST SA;015199;ITR;96390;2020-08-21;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=96390
00.897.864/0001-58;2020-09-30;1;SANTA CATARINA PART INVEST SA;015199;ITR;98653;2020-11-16;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=98653
00.924.429/0001-75;2020-03-31;1;FERROVIA CENTRO-ATLANTICA S.A.;015369;ITR;94408;2020-06-29;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=94408
00.924.429/0001-75;2020-06-30;1;FERROVIA CENTRO-ATLANTICA S.A.;015369;ITR;95791;2020-08-07;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=95791
00.924.429/0001-75;2020-09-30;1;FERROVIA CENTRO-ATLANTICA S.A.;015369;ITR;98090;2020-11-06;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=98090
00.938.574/0001-05;2020-03-31;1;CONC RIO-TERESOPOLIS S.A.;019208;ITR;92670;2020-05-04;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=92670
00.938.574/0001-05;2020-06-30;1;CONC RIO-TERESOPOLIS S.A.;019208;ITR;95732;2020-08-06;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=95732
00.938.574/0001-05;2020-09-30;1;CONC RIO-TERESOPOLIS S.A.;019208;ITR;98053;2020-11-05;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=98053
00.974.211/0001-25;2020-03-31;1;LINHA AMARELA S.A. - LAMSA;024937;ITR;94345;2020-06-26;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=94345
00.974.211/0001-25;2020-06-30;1;LINHA AMARELA S.A. - LAMSA;024937;ITR;95963;2020-08-12;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=95963
00.974.211/0001-25;2020-09-30;1;LINHA AMARELA S.A. - LAMSA;024937;ITR;98358;2020-11-12;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=98358
00.979.969/0001-56;2020-03-31;1;CAIXA ADM DIV PUB ESTADUAL SA;015717;ITR;92520;2020-04-27;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=92520
00.979.969/0001-56;2020-06-30;1;CAIXA ADM DIV PUB ESTADUAL SA;015717;ITR;95988;2020-08-13;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=95988
00.979.969/0001-56;2020-09-30;1;CAIXA ADM DIV PUB ESTADUAL SA;015717;ITR;98102;2020-11-09;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=98102
01.027.058/0001-91;2020-03-31;1;CIELO S.A.;021733;ITR;92563;2020-04-28;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=92563
01.027.058/0001-91;2020-06-30;1;CIELO S.A.;021733;ITR;95055;2020-07-28;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=95055
01.027.058/0001-91;2020-09-30;1;CIELO S.A.;021733;ITR;97889;2020-10-27;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=97889
01.083.200/0001-18;2020-03-31;1;NEOENERGIA S.A.;015539;ITR;92529;2020-04-27;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=92529
01.083.200/0001-18;2020-06-30;1;NEOENERGIA S.A.;015539;ITR;94868;2020-07-21;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=94868
01.083.200/0001-18;2020-06-30;2;NEOENERGIA S.A.;015539;ITR;94875;2020-07-21;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=94875
01.083.200/0001-18;2020-09-30;1;NEOENERGIA S.A.;015539;ITR;97748;2020-10-20;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=97748
01.104.937/0001-70;2020-03-31;1;ELETROBRÁS PARTICIPAÇÕES S.A. - ELETROPAR;015784;ITR;93517;2020-05-28;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=93517
01.104.937/0001-70;2020-06-30;1;ELETROBRÁS PARTICIPAÇÕES S.A. - ELETROPAR;015784;ITR;95975;2020-08-12;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=95975
01.104.937/0001-70;2020-09-30;1;ELETROBRÁS PARTICIPAÇÕES S.A. - ELETROPAR;015784;ITR;98281;2020-11-11;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=98281
01.107.327/0001-20;2020-03-31;1;BBM LOGÍSTICA S.A.;024660;ITR;94298;2020-06-26;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=94298
01.107.327/0001-20;2020-06-30;1;BBM LOGÍSTICA S.A.;024660;ITR;95619;2020-08-03;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=95619
01.107.327/0001-20;2020-06-30;2;BBM LOGÍSTICA S.A.;024660;ITR;95699;2020-08-05;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=95699
01.107.327/0001-20;2020-09-30;1;BBM LOGÍSTICA S.A.;024660;ITR;98613;2020-11-16;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=98613
01.258.944/0001-26;2020-03-31;1;FERROVIA SUL-ATLANTICO S.A.;015709;ITR;93657;2020-05-29;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=93657
01.258.944/0001-26;2020-06-30;1;FERROVIA SUL-ATLANTICO S.A.;015709;ITR;96216;2020-08-14;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=96216
01.258.944/0001-26;2020-09-30;1;FERROVIA SUL-ATLANTICO S.A.;015709;ITR;98414;2020-11-12;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=98414
01.319.044/0001-41;2020-03-31;1;WTC AMAZONAS SUITE HOTEL S.A.;015741;ITR;94387;2020-06-29;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=94387
01.319.044/0001-41;2020-06-30;1;WTC AMAZONAS SUITE HOTEL S.A.;015741;ITR;96684;2020-08-31;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=96684
01.319.044/0001-41;2020-09-30;1;WTC AMAZONAS SUITE HOTEL S.A.;015741;ITR;98626;2020-11-16;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=98626
01.417.222/0001-77;2020-03-31;1;MRS LOGISTICA S.A.;017949;ITR;94331;2020-06-26;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=94331
01.417.222/0001-77;2020-06-30;1;MRS LOGISTICA S.A.;017949;ITR;96307;2020-08-18;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=96307
01.417.222/0001-77;2020-09-30;1;MRS LOGISTICA S.A.;017949;ITR;98253;2020-11-11;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=98253
01.545.826/0001-07;2020-03-31;1;GAFISA S.A.;016101;ITR;93159;2020-05-14;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=93159
01.545.826/0001-07;2020-06-30;1;GAFISA S.A.;016101;ITR;95904;2020-08-11;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=95904
01.545.826/0001-07;2020-09-30;1;GAFISA S.A.;016101;ITR;98713;2020-11-16;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=98713
01.548.981/0001-79;2020-03-31;1;INVESTIMENTOS BEMGE S.A.;006041;ITR;92870;2020-05-08;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=92870
01.548.981/0001-79;2020-06-30;1;INVESTIMENTOS BEMGE S.A.;006041;ITR;95785;2020-08-07;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=95785
01.548.981/0001-79;2020-09-30;1;INVESTIMENTOS BEMGE S.A.;006041;ITR;98118;2020-11-09;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=98118
01.599.101/0001-93;2020-03-31;1;SEQUOIA LOGÍSTICA E TRANSPORTES S.A.;025160;ITR;95999;2020-08-13;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=95999
01.599.101/0001-93;2020-06-30;1;SEQUOIA LOGÍSTICA E TRANSPORTES S.A.;025160;ITR;96000;2020-08-13;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=96000
01.599.101/0001-93;2020-09-30;1;SEQUOIA LOGÍSTICA E TRANSPORTES S.A.;025160;ITR;98210;2020-11-10;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=98210
01.616.929/0001-02;2020-03-31;1;SANEAMENTO DE GOIAS SA;019186;ITR;93109;2020-05-14;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=93109
01.616.929/0001-02;2020-06-30;1;SANEAMENTO DE GOIAS SA;019186;ITR;96060;2020-08-13;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=96060
01.616.929/0001-02;2020-09-30;1;SANEAMENTO DE GOIAS SA;019186;ITR;98327;2020-11-12;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=98327
